,Ticker,Num_Days,Num_Chunks,Cutoff,Strategy,Buy_and_hold
3991,KO,2880,7,-4,14.59,46.45
3992,KO,2880,7,-3,15.68,46.45
3993,KO,2880,7,-2,15.69,46.45
3994,KO,2880,7,-1,15.75,46.45
3995,KO,2880,8,-5,6.23,46.45
3996,KO,2880,8,-4,12.76,46.45
3997,KO,2880,8,-3,13.72,46.45
3998,KO,2880,8,-2,13.73,46.45
3999,KO,2880,8,-1,13.78,46.45
4000,KO,2880,9,-5,5.54,46.45
4001,KO,2880,9,-4,11.35,46.45
4002,KO,2880,9,-3,12.2,46.45
4003,KO,2880,9,-2,12.2,46.45
4004,KO,2880,9,-1,12.25,46.45
4005,KO,3240,1,-5,36.9,36.9
4006,KO,3240,1,-4,36.9,36.9
4007,KO,3240,1,-3,36.9,36.9
4008,KO,3240,1,-2,36.9,36.9
4009,KO,3240,1,-1,36.9,36.9
4010,KO,3240,2,-5,22.4,36.9
4011,KO,3240,2,-4,48.52,36.9
4012,KO,3240,2,-3,53.47,36.9
4013,KO,3240,2,-2,54.15,36.9
4014,KO,3240,2,-1,52.97,36.9
4015,KO,3240,3,-5,14.93,36.9
4016,KO,3240,3,-4,32.35,36.9
4017,KO,3240,3,-3,35.65,36.9
4018,KO,3240,3,-2,36.1,36.9
4019,KO,3240,3,-1,55.28,36.9
4020,KO,3240,4,-5,11.2,36.9
4021,KO,3240,4,-4,24.26,36.9
4022,KO,3240,4,-3,26.73,36.9
4023,KO,3240,4,-2,27.08,36.9
4024,KO,3240,4,-1,41.46,36.9
4025,KO,3240,5,-5,8.96,36.9
4026,KO,3240,5,-4,19.41,36.9
4027,KO,3240,5,-3,21.39,36.9
4028,KO,3240,5,-2,21.66,36.9
4029,KO,3240,5,-1,33.17,36.9
4030,KO,3240,6,-5,7.47,36.9
4031,KO,3240,6,-4,16.17,36.9
4032,KO,3240,6,-3,17.82,36.9
4033,KO,3240,6,-2,18.05,36.9
4034,KO,3240,6,-1,27.64,36.9
4035,KO,3240,7,-5,6.4,36.9
4036,KO,3240,7,-4,13.86,36.9
4037,KO,3240,7,-3,15.28,36.9
4038,KO,3240,7,-2,15.47,36.9
4039,KO,3240,7,-1,23.69,36.9
4040,KO,3240,8,-5,5.6,36.9
4041,KO,3240,8,-4,12.13,36.9
4042,KO,3240,8,-3,13.37,36.9
4043,KO,3240,8,-2,13.54,36.9
4044,KO,3240,8,-1,20.73,36.9
4045,KO,3240,9,-5,4.98,36.9
4046,KO,3240,9,-4,10.78,36.9
4047,KO,3240,9,-3,11.88,36.9
4048,KO,3240,9,-2,12.03,36.9
4049,KO,3240,9,-1,18.43,36.9
4050,MRK,360,1,-5,22.42,22.42
4051,MRK,360,1,-4,22.42,22.42
4052,MRK,360,1,-3,22.42,22.42
4053,MRK,360,1,-2,22.42,22.42
4054,MRK,360,1,-1,22.42,22.42
4055,MRK,360,2,-5,11.21,22.42
4056,MRK,360,2,-4,11.21,22.42
4057,MRK,360,2,-3,11.21,22.42
4058,MRK,360,2,-2,12.1,22.42
4059,MRK,360,2,-1,12.45,22.42
4060,MRK,360,3,-5,7.47,22.42
4061,MRK,360,3,-4,7.47,22.42
4062,MRK,360,3,-3,7.47,22.42
4063,MRK,360,3,-2,8.07,22.42
4064,MRK,360,3,-1,8.3,22.42
4065,MRK,360,4,-5,5.61,22.42
4066,MRK,360,4,-4,5.61,22.42
4067,MRK,360,4,-3,5.61,22.42
4068,MRK,360,4,-2,6.05,22.42
4069,MRK,360,4,-1,6.23,22.42
4070,MRK,360,5,-5,4.48,22.42
4071,MRK,360,5,-4,4.48,22.42
4072,MRK,360,5,-3,4.48,22.42
4073,MRK,360,5,-2,4.84,22.42
4074,MRK,360,5,-1,4.98,22.42
4075,MRK,360,6,-5,3.74,22.42
4076,MRK,360,6,-4,3.74,22.42
4077,MRK,360,6,-3,3.74,22.42
4078,MRK,360,6,-2,4.03,22.42
4079,MRK,360,6,-1,4.15,22.42
4080,MRK,360,7,-5,3.2,22.42
4081,MRK,360,7,-4,3.2,22.42
4082,MRK,360,7,-3,3.2,22.42
4083,MRK,360,7,-2,3.46,22.42
4084,MRK,360,7,-1,3.56,22.42
4085,MRK,360,8,-5,2.8,22.42
4086,MRK,360,8,-4,2.8,22.42
4087,MRK,360,8,-3,2.8,22.42
4088,MRK,360,8,-2,3.03,22.42
4089,MRK,360,8,-1,3.11,22.42
4090,MRK,360,9,-5,2.49,22.42
4091,MRK,360,9,-4,2.49,22.42
4092,MRK,360,9,-3,2.49,22.42
4093,MRK,360,9,-2,2.69,22.42
4094,MRK,360,9,-1,2.77,22.42
4095,MRK,720,1,-5,39.04,39.04
4096,MRK,720,1,-4,39.04,39.04
4097,MRK,720,1,-3,39.04,39.04
4098,MRK,720,1,-2,39.04,39.04
4099,MRK,720,1,-1,39.04,39.04
4100,MRK,720,2,-5,19.52,39.04
4101,MRK,720,2,-4,19.52,39.04
4102,MRK,720,2,-3,19.52,39.04
4103,MRK,720,2,-2,21.08,39.04
4104,MRK,720,2,-1,22.31,39.04
4105,MRK,720,3,-5,13.01,39.04
4106,MRK,720,3,-4,13.01,39.04
4107,MRK,720,3,-3,13.01,39.04
4108,MRK,720,3,-2,14.05,39.04
4109,MRK,720,3,-1,14.88,39.04
4110,MRK,720,4,-5,9.76,39.04
4111,MRK,720,4,-4,9.76,39.04
4112,MRK,720,4,-3,9.76,39.04
4113,MRK,720,4,-2,10.54,39.04
4114,MRK,720,4,-1,11.16,39.04
4115,MRK,720,5,-5,7.81,39.04
4116,MRK,720,5,-4,7.81,39.04
4117,MRK,720,5,-3,7.81,39.04
4118,MRK,720,5,-2,8.43,39.04
4119,MRK,720,5,-1,8.93,39.04
4120,MRK,720,6,-5,6.51,39.04
4121,MRK,720,6,-4,6.51,39.04
4122,MRK,720,6,-3,6.51,39.04
4123,MRK,720,6,-2,7.03,39.04
4124,MRK,720,6,-1,7.44,39.04
4125,MRK,720,7,-5,5.58,39.04
4126,MRK,720,7,-4,5.58,39.04
4127,MRK,720,7,-3,5.58,39.04
4128,MRK,720,7,-2,6.02,39.04
4129,MRK,720,7,-1,6.38,39.04
4130,MRK,720,8,-5,4.88,39.04
4131,MRK,720,8,-4,4.88,39.04
4132,MRK,720,8,-3,4.88,39.04
4133,MRK,720,8,-2,5.27,39.04
4134,MRK,720,8,-1,5.58,39.04
4135,MRK,720,9,-5,4.34,39.04
4136,MRK,720,9,-4,4.34,39.04
4137,MRK,720,9,-3,4.34,39.04
4138,MRK,720,9,-2,4.68,39.04
4139,MRK,720,9,-1,4.96,39.04
4140,MRK,1080,1,-5,34.86,34.86
4141,MRK,1080,1,-4,34.86,34.86
4142,MRK,1080,1,-3,34.86,34.86
4143,MRK,1080,1,-2,34.86,34.86
4144,MRK,1080,1,-1,34.86,34.86
4145,MRK,1080,2,-5,18.29,34.86
4146,MRK,1080,2,-4,18.29,34.86
4147,MRK,1080,2,-3,19.8,34.86
4148,MRK,1080,2,-2,22.68,34.86
4149,MRK,1080,2,-1,23.92,34.86
4150,MRK,1080,3,-5,12.2,34.86
4151,MRK,1080,3,-4,12.2,34.86
4152,MRK,1080,3,-3,13.2,34.86
4153,MRK,1080,3,-2,15.12,34.86
4154,MRK,1080,3,-1,15.95,34.86
4155,MRK,1080,4,-5,9.15,34.86
4156,MRK,1080,4,-4,9.15,34.86
4157,MRK,1080,4,-3,9.9,34.86
4158,MRK,1080,4,-2,11.34,34.86
4159,MRK,1080,4,-1,11.96,34.86
4160,MRK,1080,5,-5,7.32,34.86
4161,MRK,1080,5,-4,7.32,34.86
4162,MRK,1080,5,-3,7.92,34.86
4163,MRK,1080,5,-2,9.07,34.86
4164,MRK,1080,5,-1,9.57,34.86
4165,MRK,1080,6,-5,6.1,34.86
4166,MRK,1080,6,-4,6.1,34.86
4167,MRK,1080,6,-3,6.6,34.86
4168,MRK,1080,6,-2,7.56,34.86
4169,MRK,1080,6,-1,7.97,34.86
4170,MRK,1080,7,-5,5.23,34.86
4171,MRK,1080,7,-4,5.23,34.86
4172,MRK,1080,7,-3,5.66,34.86
4173,MRK,1080,7,-2,6.48,34.86
4174,MRK,1080,7,-1,6.83,34.86
4175,MRK,1080,8,-5,4.57,34.86
4176,MRK,1080,8,-4,4.57,34.86
4177,MRK,1080,8,-3,4.95,34.86
4178,MRK,1080,8,-2,5.67,34.86
4179,MRK,1080,8,-1,5.98,34.86
4180,MRK,1080,9,-5,4.07,34.86
4181,MRK,1080,9,-4,4.07,34.86
4182,MRK,1080,9,-3,4.4,34.86
4183,MRK,1080,9,-2,5.04,34.86
4184,MRK,1080,9,-1,5.32,34.86
4185,MRK,1440,1,-5,36.03,36.03
4186,MRK,1440,1,-4,36.03,36.03
4187,MRK,1440,1,-3,36.03,36.03
4188,MRK,1440,1,-2,36.03,36.03
4189,MRK,1440,1,-1,36.03,36.03
4190,MRK,1440,2,-5,23.46,36.03
4191,MRK,1440,2,-4,23.46,36.03
4192,MRK,1440,2,-3,24.08,36.03
4193,MRK,1440,2,-2,24.24,36.03
4194,MRK,1440,2,-1,25.71,36.03
4195,MRK,1440,3,-5,15.64,36.03
4196,MRK,1440,3,-4,15.64,36.03
4197,MRK,1440,3,-3,16.06,36.03
4198,MRK,1440,3,-2,16.16,36.03
4199,MRK,1440,3,-1,17.14,36.03
4200,MRK,1440,4,-5,11.73,36.03
4201,MRK,1440,4,-4,11.73,36.03
4202,MRK,1440,4,-3,12.04,36.03
4203,MRK,1440,4,-2,12.12,36.03
4204,MRK,1440,4,-1,12.86,36.03
4205,MRK,1440,5,-5,9.38,36.03
4206,MRK,1440,5,-4,9.38,36.03
4207,MRK,1440,5,-3,9.63,36.03
4208,MRK,1440,5,-2,9.7,36.03
4209,MRK,1440,5,-1,10.29,36.03
4210,MRK,1440,6,-5,7.82,36.03
4211,MRK,1440,6,-4,7.82,36.03
4212,MRK,1440,6,-3,8.03,36.03
4213,MRK,1440,6,-2,8.08,36.03
4214,MRK,1440,6,-1,8.57,36.03
4215,MRK,1440,7,-5,6.7,36.03
4216,MRK,1440,7,-4,6.7,36.03
4217,MRK,1440,7,-3,6.88,36.03
4218,MRK,1440,7,-2,6.93,36.03
4219,MRK,1440,7,-1,7.35,36.03
4220,MRK,1440,8,-5,5.86,36.03
4221,MRK,1440,8,-4,5.86,36.03
4222,MRK,1440,8,-3,6.02,36.03
4223,MRK,1440,8,-2,6.06,36.03
4224,MRK,1440,8,-1,6.43,36.03
4225,MRK,1440,9,-5,5.21,36.03
4226,MRK,1440,9,-4,5.21,36.03
4227,MRK,1440,9,-3,5.35,36.03
4228,MRK,1440,9,-2,5.39,36.03
4229,MRK,1440,9,-1,5.71,36.03
4230,MRK,1800,1,-5,59.58,59.58
4231,MRK,1800,1,-4,59.58,59.58
4232,MRK,1800,1,-3,59.58,59.58
4233,MRK,1800,1,-2,59.58,59.58
4234,MRK,1800,1,-1,59.58,59.58
4235,MRK,1800,2,-5,31.26,59.58
4236,MRK,1800,2,-4,31.26,59.58
4237,MRK,1800,2,-3,31.26,59.58
4238,MRK,1800,2,-2,65.15,59.58
4239,MRK,1800,2,-1,65.15,59.58
4240,MRK,1800,3,-5,20.84,59.58
4241,MRK,1800,3,-4,20.84,59.58
4242,MRK,1800,3,-3,20.84,59.58
4243,MRK,1800,3,-2,43.43,59.58
4244,MRK,1800,3,-1,43.43,59.58
4245,MRK,1800,4,-5,15.63,59.58
4246,MRK,1800,4,-4,15.63,59.58
4247,MRK,1800,4,-3,15.63,59.58
4248,MRK,1800,4,-2,32.58,59.58
4249,MRK,1800,4,-1,32.58,59.58
4250,MRK,1800,5,-5,12.5,59.58
4251,MRK,1800,5,-4,12.5,59.58
4252,MRK,1800,5,-3,12.5,59.58
4253,MRK,1800,5,-2,26.06,59.58
4254,MRK,1800,5,-1,26.06,59.58
4255,MRK,1800,6,-5,10.42,59.58
4256,MRK,1800,6,-4,10.42,59.58
4257,MRK,1800,6,-3,10.42,59.58
4258,MRK,1800,6,-2,21.72,59.58
4259,MRK,1800,6,-1,21.72,59.58
4260,MRK,1800,7,-5,8.93,59.58
4261,MRK,1800,7,-4,8.93,59.58
4262,MRK,1800,7,-3,8.93,59.58
4263,MRK,1800,7,-2,18.61,59.58
4264,MRK,1800,7,-1,18.61,59.58
4265,MRK,1800,8,-5,7.81,59.58
4266,MRK,1800,8,-4,7.81,59.58
4267,MRK,1800,8,-3,7.81,59.58
4268,MRK,1800,8,-2,16.29,59.58
4269,MRK,1800,8,-1,16.29,59.58
4270,MRK,1800,9,-5,6.95,59.58
4271,MRK,1800,9,-4,6.95,59.58
4272,MRK,1800,9,-3,6.95,59.58
4273,MRK,1800,9,-2,14.48,59.58
4274,MRK,1800,9,-1,14.48,59.58
4275,MRK,2160,1,-5,72.41,72.41
4276,MRK,2160,1,-4,72.41,72.41
4277,MRK,2160,1,-3,72.41,72.41
4278,MRK,2160,1,-2,72.41,72.41
4279,MRK,2160,1,-1,72.41,72.41
4280,MRK,2160,2,-5,36.21,72.41
4281,MRK,2160,2,-4,36.21,72.41
4282,MRK,2160,2,-3,41.12,72.41
4283,MRK,2160,2,-2,44.7,72.41
4284,MRK,2160,2,-1,100.24,72.41
4285,MRK,2160,3,-5,24.14,72.41
4286,MRK,2160,3,-4,24.14,72.41
4287,MRK,2160,3,-3,27.41,72.41
4288,MRK,2160,3,-2,29.8,72.41
4289,MRK,2160,3,-1,66.94,72.41
4290,MRK,2160,4,-5,18.1,72.41
4291,MRK,2160,4,-4,18.1,72.41
4292,MRK,2160,4,-3,20.56,72.41
4293,MRK,2160,4,-2,22.35,72.41
4294,MRK,2160,4,-1,50.2,72.41
4295,MRK,2160,5,-5,14.48,72.41
4296,MRK,2160,5,-4,14.48,72.41
4297,MRK,2160,5,-3,16.45,72.41
4298,MRK,2160,5,-2,17.88,72.41
4299,MRK,2160,5,-1,40.16,72.41
4300,MRK,2160,6,-5,12.07,72.41
4301,MRK,2160,6,-4,12.07,72.41
4302,MRK,2160,6,-3,13.71,72.41
4303,MRK,2160,6,-2,14.9,72.41
4304,MRK,2160,6,-1,33.47,72.41
4305,MRK,2160,7,-5,10.34,72.41
4306,MRK,2160,7,-4,10.34,72.41
4307,MRK,2160,7,-3,11.75,72.41
4308,MRK,2160,7,-2,12.77,72.41
4309,MRK,2160,7,-1,28.69,72.41
4310,MRK,2160,8,-5,9.05,72.41
4311,MRK,2160,8,-4,9.05,72.41
4312,MRK,2160,8,-3,10.28,72.41
4313,MRK,2160,8,-2,11.18,72.41
4314,MRK,2160,8,-1,25.1,72.41
4315,MRK,2160,9,-5,8.05,72.41
4316,MRK,2160,9,-4,8.05,72.41
4317,MRK,2160,9,-3,9.14,72.41
4318,MRK,2160,9,-2,9.93,72.41
4319,MRK,2160,9,-1,22.31,72.41
4320,MRK,2520,1,-5,77.53,77.53
4321,MRK,2520,1,-4,77.53,77.53
4322,MRK,2520,1,-3,77.53,77.53
4323,MRK,2520,1,-2,77.53,77.53
4324,MRK,2520,1,-1,77.53,77.53
4325,MRK,2520,2,-5,38.77,77.53
4326,MRK,2520,2,-4,38.77,77.53
4327,MRK,2520,2,-3,43.04,77.53
4328,MRK,2520,2,-2,46.02,77.53
4329,MRK,2520,2,-1,101.57,77.53
4330,MRK,2520,3,-5,25.84,77.53
4331,MRK,2520,3,-4,25.84,77.53
4332,MRK,2520,3,-3,28.69,77.53
4333,MRK,2520,3,-2,30.69,77.53
4334,MRK,2520,3,-1,67.83,77.53
4335,MRK,2520,4,-5,19.38,77.53
4336,MRK,2520,4,-4,19.38,77.53
4337,MRK,2520,4,-3,21.52,77.53
4338,MRK,2520,4,-2,23.01,77.53
4339,MRK,2520,4,-1,50.87,77.53
4340,MRK,2520,5,-5,15.51,77.53
4341,MRK,2520,5,-4,15.51,77.53
4342,MRK,2520,5,-3,17.22,77.53
4343,MRK,2520,5,-2,18.41,77.53
4344,MRK,2520,5,-1,40.7,77.53
4345,MRK,2520,6,-5,12.92,77.53
4346,MRK,2520,6,-4,12.92,77.53
4347,MRK,2520,6,-3,14.35,77.53
4348,MRK,2520,6,-2,15.34,77.53
4349,MRK,2520,6,-1,33.92,77.53
4350,MRK,2520,7,-5,11.08,77.53
4351,MRK,2520,7,-4,11.08,77.53
4352,MRK,2520,7,-3,12.3,77.53
4353,MRK,2520,7,-2,13.15,77.53
4354,MRK,2520,7,-1,29.07,77.53
4355,MRK,2520,8,-5,9.69,77.53
4356,MRK,2520,8,-4,9.69,77.53
4357,MRK,2520,8,-3,10.76,77.53
4358,MRK,2520,8,-2,11.51,77.53
4359,MRK,2520,8,-1,25.44,77.53
4360,MRK,2520,9,-5,8.61,77.53
4361,MRK,2520,9,-4,8.61,77.53
4362,MRK,2520,9,-3,9.56,77.53
4363,MRK,2520,9,-2,10.23,77.53
4364,MRK,2520,9,-1,22.61,77.53
4365,MRK,2880,1,-5,119.36,119.36
4366,MRK,2880,1,-4,119.36,119.36
4367,MRK,2880,1,-3,119.36,119.36
4368,MRK,2880,1,-2,119.36,119.36
4369,MRK,2880,1,-1,119.36,119.36
4370,MRK,2880,2,-5,59.68,119.36
4371,MRK,2880,2,-4,59.68,119.36
4372,MRK,2880,2,-3,60.39,119.36
4373,MRK,2880,2,-2,61.29,119.36
4374,MRK,2880,2,-1,61.29,119.36
4375,MRK,2880,3,-5,39.79,119.36
4376,MRK,2880,3,-4,39.79,119.36
4377,MRK,2880,3,-3,40.26,119.36
4378,MRK,2880,3,-2,41.08,119.36
4379,MRK,2880,3,-1,41.08,119.36
4380,MRK,2880,4,-5,29.84,119.36
4381,MRK,2880,4,-4,29.84,119.36
4382,MRK,2880,4,-3,30.19,119.36
4383,MRK,2880,4,-2,30.81,119.36
4384,MRK,2880,4,-1,30.81,119.36
4385,MRK,2880,5,-5,23.87,119.36
4386,MRK,2880,5,-4,23.87,119.36
4387,MRK,2880,5,-3,24.15,119.36
4388,MRK,2880,5,-2,24.65,119.36
4389,MRK,2880,5,-1,24.65,119.36
4390,MRK,2880,6,-5,19.89,119.36
4391,MRK,2880,6,-4,19.89,119.36
4392,MRK,2880,6,-3,20.13,119.36
4393,MRK,2880,6,-2,20.54,119.36
4394,MRK,2880,6,-1,20.54,119.36
4395,MRK,2880,7,-5,17.05,119.36
4396,MRK,2880,7,-4,17.05,119.36
4397,MRK,2880,7,-3,17.25,119.36
4398,MRK,2880,7,-2,17.61,119.36
4399,MRK,2880,7,-1,17.61,119.36
4400,MRK,2880,8,-5,14.92,119.36
4401,MRK,2880,8,-4,14.92,119.36
4402,MRK,2880,8,-3,15.1,119.36
4403,MRK,2880,8,-2,15.4,119.36
4404,MRK,2880,8,-1,15.4,119.36
4405,MRK,2880,9,-5,13.26,119.36
4406,MRK,2880,9,-4,13.26,119.36
4407,MRK,2880,9,-3,13.42,119.36
4408,MRK,2880,9,-2,13.69,119.36
4409,MRK,2880,9,-1,13.69,119.36
4410,MRK,3240,1,-5,89.79,89.79
4411,MRK,3240,1,-4,89.79,89.79
4412,MRK,3240,1,-3,89.79,89.79
4413,MRK,3240,1,-2,89.79,89.79
4414,MRK,3240,1,-1,89.79,89.79
4415,MRK,3240,2,-5,48.54,89.79
4416,MRK,3240,2,-4,49.16,89.79
4417,MRK,3240,2,-3,51.16,89.79
4418,MRK,3240,2,-2,53.1,89.79
4419,MRK,3240,2,-1,53.12,89.79
4420,MRK,3240,3,-5,32.36,89.79
4421,MRK,3240,3,-4,32.77,89.79
4422,MRK,3240,3,-3,34.11,89.79
4423,MRK,3240,3,-2,35.59,89.79
4424,MRK,3240,3,-1,35.66,89.79
4425,MRK,3240,4,-5,24.27,89.79
4426,MRK,3240,4,-4,24.58,89.79
4427,MRK,3240,4,-3,25.58,89.79
4428,MRK,3240,4,-2,26.69,89.79
4429,MRK,3240,4,-1,26.74,89.79
4430,MRK,3240,5,-5,19.42,89.79
4431,MRK,3240,5,-4,19.66,89.79
4432,MRK,3240,5,-3,20.46,89.79
4433,MRK,3240,5,-2,21.35,89.79
4434,MRK,3240,5,-1,21.39,89.79
4435,MRK,3240,6,-5,16.18,89.79
4436,MRK,3240,6,-4,16.39,89.79
4437,MRK,3240,6,-3,17.05,89.79
4438,MRK,3240,6,-2,17.8,89.79
4439,MRK,3240,6,-1,17.83,89.79
4440,MRK,3240,7,-5,13.87,89.79
4441,MRK,3240,7,-4,14.04,89.79
4442,MRK,3240,7,-3,14.62,89.79
4443,MRK,3240,7,-2,15.25,89.79
4444,MRK,3240,7,-1,15.28,89.79
4445,MRK,3240,8,-5,12.13,89.79
4446,MRK,3240,8,-4,12.29,89.79
4447,MRK,3240,8,-3,12.79,89.79
4448,MRK,3240,8,-2,13.35,89.79
4449,MRK,3240,8,-1,13.37,89.79
4450,MRK,3240,9,-5,10.79,89.79
4451,MRK,3240,9,-4,10.92,89.79
4452,MRK,3240,9,-3,11.37,89.79
4453,MRK,3240,9,-2,11.86,89.79
4454,MRK,3240,9,-1,11.89,89.79
4455,AAPL,360,1,-5,9.82,9.82
4456,AAPL,360,1,-4,9.82,9.82
4457,AAPL,360,1,-3,9.82,9.82
4458,AAPL,360,1,-2,9.82,9.82
4459,AAPL,360,1,-1,9.82,9.82
4460,AAPL,360,2,-5,4.91,9.82
4461,AAPL,360,2,-4,12.92,9.82
4462,AAPL,360,2,-3,13.95,9.82
4463,AAPL,360,2,-2,15.52,9.82
4464,AAPL,360,2,-1,15.72,9.82
4465,AAPL,360,3,-5,3.27,9.82
4466,AAPL,360,3,-4,8.62,9.82
4467,AAPL,360,3,-3,9.3,9.82
4468,AAPL,360,3,-2,10.35,9.82
4469,AAPL,360,3,-1,37.92,9.82
4470,AAPL,360,4,-5,2.46,9.82
4471,AAPL,360,4,-4,6.46,9.82
4472,AAPL,360,4,-3,6.98,9.82
4473,AAPL,360,4,-2,7.77,9.82
4474,AAPL,360,4,-1,28.44,9.82
4475,AAPL,360,5,-5,1.96,9.82
4476,AAPL,360,5,-4,5.17,9.82
4477,AAPL,360,5,-3,5.58,9.82
4478,AAPL,360,5,-2,6.21,9.82
4479,AAPL,360,5,-1,22.75,9.82
4480,AAPL,360,6,-5,1.64,9.82
4481,AAPL,360,6,-4,4.31,9.82
4482,AAPL,360,6,-3,4.65,9.82
4483,AAPL,360,6,-2,5.18,9.82
4484,AAPL,360,6,-1,18.96,9.82
4485,AAPL,360,7,-5,1.4,9.82
4486,AAPL,360,7,-4,3.69,9.82
4487,AAPL,360,7,-3,3.99,9.82
4488,AAPL,360,7,-2,4.44,9.82
4489,AAPL,360,7,-1,16.25,9.82
4490,AAPL,360,8,-5,1.23,9.82
4491,AAPL,360,8,-4,3.23,9.82
4492,AAPL,360,8,-3,3.49,9.82
4493,AAPL,360,8,-2,3.88,9.82
4494,AAPL,360,8,-1,14.22,9.82
4495,AAPL,360,9,-5,1.09,9.82
4496,AAPL,360,9,-4,2.87,9.82
4497,AAPL,360,9,-3,3.1,9.82
4498,AAPL,360,9,-2,3.45,9.82
4499,AAPL,360,9,-1,12.64,9.82
4500,AAPL,720,1,-5,15.35,15.35
4501,AAPL,720,1,-4,15.35,15.35
4502,AAPL,720,1,-3,15.35,15.35
4503,AAPL,720,1,-2,15.35,15.35
4504,AAPL,720,1,-1,15.35,15.35
4505,AAPL,720,2,-5,7.67,15.35
4506,AAPL,720,2,-4,14.6,15.35
4507,AAPL,720,2,-3,15.11,15.35
4508,AAPL,720,2,-2,16.29,15.35
4509,AAPL,720,2,-1,16.49,15.35
4510,AAPL,720,3,-5,5.12,15.35
4511,AAPL,720,3,-4,9.73,15.35
4512,AAPL,720,3,-3,10.07,15.35
4513,AAPL,720,3,-2,10.86,15.35
4514,AAPL,720,3,-1,38.42,15.35
4515,AAPL,720,4,-5,3.84,15.35
4516,AAPL,720,4,-4,7.3,15.35
4517,AAPL,720,4,-3,7.56,15.35
4518,AAPL,720,4,-2,8.14,15.35
4519,AAPL,720,4,-1,28.82,15.35
4520,AAPL,720,5,-5,3.07,15.35
4521,AAPL,720,5,-4,5.84,15.35
4522,AAPL,720,5,-3,6.04,15.35
4523,AAPL,720,5,-2,6.52,15.35
4524,AAPL,720,5,-1,23.05,15.35
4525,AAPL,720,6,-5,2.56,15.35
4526,AAPL,720,6,-4,4.87,15.35
4527,AAPL,720,6,-3,5.04,15.35
4528,AAPL,720,6,-2,5.43,15.35
4529,AAPL,720,6,-1,19.21,15.35
4530,AAPL,720,7,-5,2.19,15.35
4531,AAPL,720,7,-4,4.17,15.35
4532,AAPL,720,7,-3,4.32,15.35
4533,AAPL,720,7,-2,4.65,15.35
4534,AAPL,720,7,-1,16.47,15.35
4535,AAPL,720,8,-5,1.92,15.35
4536,AAPL,720,8,-4,3.65,15.35
4537,AAPL,720,8,-3,3.78,15.35
4538,AAPL,720,8,-2,4.07,15.35
4539,AAPL,720,8,-1,14.41,15.35
4540,AAPL,720,9,-5,1.71,15.35
4541,AAPL,720,9,-4,3.24,15.35
4542,AAPL,720,9,-3,3.36,15.35
4543,AAPL,720,9,-2,3.62,15.35
4544,AAPL,720,9,-1,12.81,15.35
4545,AAPL,1080,1,-5,57.09,57.09
4546,AAPL,1080,1,-4,57.09,57.09
4547,AAPL,1080,1,-3,57.09,57.09
4548,AAPL,1080,1,-2,57.09,57.09
4549,AAPL,1080,1,-1,57.09,57.09
4550,AAPL,1080,2,-5,28.55,57.09
4551,AAPL,1080,2,-4,29.84,57.09
4552,AAPL,1080,2,-3,30.5,57.09
4553,AAPL,1080,2,-2,30.55,57.09
4554,AAPL,1080,2,-1,30.55,57.09
4555,AAPL,1080,3,-5,19.03,57.09
4556,AAPL,1080,3,-4,19.89,57.09
4557,AAPL,1080,3,-3,20.34,57.09
4558,AAPL,1080,3,-2,20.36,57.09
4559,AAPL,1080,3,-1,20.36,57.09
4560,AAPL,1080,4,-5,14.27,57.09
4561,AAPL,1080,4,-4,14.92,57.09
4562,AAPL,1080,4,-3,15.25,57.09
4563,AAPL,1080,4,-2,15.28,57.09
4564,AAPL,1080,4,-1,15.28,57.09
4565,AAPL,1080,5,-5,11.42,57.09
4566,AAPL,1080,5,-4,11.94,57.09
4567,AAPL,1080,5,-3,12.2,57.09
4568,AAPL,1080,5,-2,12.22,57.09
4569,AAPL,1080,5,-1,12.22,57.09
4570,AAPL,1080,6,-5,9.52,57.09
4571,AAPL,1080,6,-4,9.95,57.09
4572,AAPL,1080,6,-3,10.17,57.09
4573,AAPL,1080,6,-2,10.19,57.09
4574,AAPL,1080,6,-1,10.19,57.09
4575,AAPL,1080,7,-5,8.16,57.09
4576,AAPL,1080,7,-4,8.53,57.09
4577,AAPL,1080,7,-3,8.72,57.09
4578,AAPL,1080,7,-2,8.73,57.09
4579,AAPL,1080,7,-1,8.73,57.09
4580,AAPL,1080,8,-5,7.14,57.09
4581,AAPL,1080,8,-4,7.46,57.09
4582,AAPL,1080,8,-3,7.63,57.09
4583,AAPL,1080,8,-2,7.64,57.09
4584,AAPL,1080,8,-1,7.64,57.09
4585,AAPL,1080,9,-5,6.34,57.09
4586,AAPL,1080,9,-4,6.63,57.09
4587,AAPL,1080,9,-3,6.78,57.09
4588,AAPL,1080,9,-2,6.79,57.09
4589,AAPL,1080,9,-1,6.79,57.09
4590,AAPL,1440,1,-5,224.08,224.08
4591,AAPL,1440,1,-4,224.08,224.08
4592,AAPL,1440,1,-3,224.08,224.08
4593,AAPL,1440,1,-2,224.08,224.08
4594,AAPL,1440,1,-1,224.08,224.08
4595,AAPL,1440,2,-5,112.04,224.08
4596,AAPL,1440,2,-4,112.04,224.08
4597,AAPL,1440,2,-3,112.04,224.08
4598,AAPL,1440,2,-2,112.04,224.08
4599,AAPL,1440,2,-1,224.84,224.08
4600,AAPL,1440,3,-5,74.69,224.08
